Id,Ga,OGa,sGa,OGa.1,Error,dr7objid,ra,dec,z,petroR50_r,deVAB_r,seeing_r,run,camcol,rerun,field,Zoo1,image
5.877396462e+17,0.00553373759612,1.94637227058,0.132024168968,1.92920351028,2,587739646200316032,147.6423,25.79028,0.0534443,6.140061,0.4266747,1.380333,4632,1,40,47,S,fpC-004632-r1-0047.fit.gz
