dr7objid,ra,dec,z,petroR50_r,deVAB_r,seeing_r,run,camcol,rerun,field,Zoo1,image
588017605223776377,193.2632,45.01247,0.0777218,6.196949,0.9465272,1.694982,3813,4,41,266,E,fpC-003813-r4-0266.fit.gz
588023045863768098,130.906,16.25756,0.0745988,3.464731,0.9464804,1.112641,5080,2,41,116,E,fpC-005080-r2-0116.fit.gz
587737826206679422,111.7475,38.01253,0.0801844,4.140604,0.9460393,1.182374,4208,3,40,28,E,fpC-004208-r3-0028.fit.gz
587736919434461496,244.7635,26.11169,0.0689528,3.655745,0.9460152,1.16603,3997,2,40,70,E,fpC-003997-r2-0070.fit.gz
587733605331763294,223.5507,54.50675,0.0380491,4.507061,0.9459514,1.012579,3225,5,40,92,E,fpC-003225-r5-0092.fit.gz
587727225689538702,358.557,-10.41903,0.0776602,7.655022,0.9459372,1.146665,1740,2,40,13,E,fpC-001740-r2-0013.fit.gz
588017626155122882,184.194,44.67105,0.0861695,3.9405,0.9457432,1.210041,3818,3,41,165,E,fpC-003818-r3-0165.fit.gz
587735744225542163,238.2607,34.04408,0.0745905,5.08152,0.9456288,1.09103,3723,5,40,93,E,fpC-003723-r5-0093.fit.gz
587739719757398148,203.64,27.94875,0.0391757,4.782419,0.9454179,1.427938,4649,2,40,135,E,fpC-004649-r2-0135.fit.gz
587726015089869102,227.8559,1.685639,0.0363981,3.690016,0.9453001,1.19912,1458,3,40,688,E,fpC-001458-r3-0688.fit.gz
587742863673262248,174.1002,16.74825,0.0682452,3.394689,0.9452994,1.055001,5381,2,40,132,E,fpC-005381-r2-0132.fit.gz
587741709404995630,138.6911,20.12783,0.0324943,4.36828,0.9446022,1.048181,5112,4,40,196,E,fpC-005112-r4-0196.fit.gz
587741489288249481,143.9872,22.81989,0.0813653,4.320642,0.9444821,1.207891,5061,2,40,201,E,fpC-005061-r2-0201.fit.gz
587726032765124830,133.6664,1.613722,0.0717266,3.475352,0.9437895,1.121174,1462,4,40,55,E,fpC-001462-r4-0055.fit.gz
587737808493936696,118.1842,45.94928,0.0517978,4.295243,0.9437569,1.35027,4204,2,40,89,E,fpC-004204-r2-0089.fit.gz
587736921046122533,247.6628,25.60944,0.0424839,4.79574,0.9434868,1.33297,3997,5,40,86,E,fpC-003997-r5-0086.fit.gz
587738947736633610,129.6608,25.8392,0.0857729,4.657943,0.9432696,1.509458,4469,4,40,129,E,fpC-004469-r4-0129.fit.gz
587732483267625259,129.3889,33.75191,0.0450838,5.395138,0.9431672,1.161631,2964,3,40,32,E,fpC-002964-r3-0032.fit.gz
587725470129651890,123.3991,45.86167,0.0490878,4.271308,0.9431281,1.117715,1331,4,40,135,E,fpC-001331-r4-0135.fit.gz
587731499187962018,163.4024,54.86794,0.0715972,4.96843,0.9429445,1.264736,2735,2,40,104,E,fpC-002735-r2-0104.fit.gz
587738946146861087,184.7329,39.14014,0.0369785,5.559453,0.9428205,1.438243,4469,1,40,447,E,fpC-004469-r1-0447.fit.gz
587738067265126777,115.1682,48.05147,0.0414558,3.882621,0.9425043,1.030682,4264,4,40,80,E,fpC-004264-r4-0080.fit.gz
587741722286358642,193.55,27.62608,0.0859091,4.134793,0.9424501,1.141975,5115,4,40,142,E,fpC-005115-r4-0142.fit.gz
587742062680014989,176.1338,23.11483,0.0505935,6.057203,0.9422475,1.232263,5194,6,40,409,E,fpC-005194-r6-0409.fit.gz
