S2,kl1,kl2,hell,N
0.3,0.400775363589,1.01185410343,0.530953086237,0.488420501434
0.4,0.203289488759,0.771434021802,0.498288925187,0.500451851067
0.5,0.110860147367,0.751568038267,0.516512749325,0.521483140692
0.6,0.110157177489,0.685913380809,0.465407256497,0.537113997251
0.7,0.101540954951,0.357323177931,0.39090338408,0.481490606647
