H,kl1,kl2,hell,N
100,0.621176356038,0.74492092879,0.753472858601,0.972365567934
130,0.513367456771,1.53972750633,0.714642430209,1.03182766228
160,0.293573882865,0.80414136623,0.742578959293,1.01163048708
190,0.504228012528,0.954620243415,0.76039839191,0.957219332119
220,0.951610890755,0.684428299736,0.742601205745,1.05068462996
