Id,A3,S1,S2,S3,OGa,C1,C2,CN,sA3,sS1,sS2,sS3,OGa,Error
x,0.975674629211,8.82828459513e-08,0.00124661519658,0.0032417094335,1.98887729645,0.517088830471,0.306549966335,0.337096733003,0.228977680206,1.96213039899e-06,0.00116138032172,0.0196637287736,1.94714283943,0
