photoobjId,ra,dec,petroR50_r,deVAB_r,seeing_r,run,rerun,camcol,field,Zoo1,image
587725040093364335,183.32517684,-2.81033794,1.32772,0.7029876,1.567532,1231,40,3,94,E,fpC-001231-r3-0094.fit.gz
587722984434040972,201.94226157,0.9678357,3.222006,0.8566038,1.334131,752,40,6,390,E,fpC-000752-r6-0390.fit.gz
587722984422309918,175.13191821,0.85318194,4.232775,0.8941494,2.294284,752,40,6,211,E,fpC-000752-r6-0211.fit.gz
587722983911981322,235.74141773,0.54019751,5.663802,0.6753986,1.439102,752,40,5,616,E,fpC-000752-r5-0616.fit.gz
587724648183234671,179.9099087,-3.37762149,2.626052,0.5674732,1.337364,1140,40,1,180,E,fpC-001140-r1-0180.fit.gz
587725490525044957,256.4399349,59.26143957,2.508449,0.8691727,1.756927,1336,40,2,48,E,fpC-001336-r2-0048.fit.gz
587725551197356189,124.36251704,49.25689842,2.321035,0.9331264,1.638338,1350,40,3,138,E,fpC-001350-r3-0138.fit.gz
587725491060277495,254.39536708,62.87250396,3.129322,0.8012996,1.487994,1336,40,3,23,E,fpC-001336-r3-0023.fit.gz
587725490524258569,255.53442194,60.96355174,3.500401,0.8173428,1.719222,1336,40,2,36,E,fpC-001336-r2-0036.fit.gz
587725471207653516,132.28497574,53.78013691,2.990228,0.8999458,1.330777,1331,40,6,200,E,fpC-001331-r6-0200.fit.gz
587724649255862420,177.29845753,-2.66605164,1.91073,0.7613209,1.255295,1140,40,3,163,E,fpC-001140-r3-0163.fit.gz
587722983359709399,200.67786303,0.15933242,4.109306,0.8386914,1.303497,752,40,4,381,E,fpC-000752-r4-0381.fit.gz
587724649799680055,193.22154883,-2.17623502,4.411823,0.7824982,1.616129,1140,40,4,269,E,fpC-001140-r4-0269.fit.gz
587725039014510724,171.58790025,-3.51466726,2.63492,0.9153091,1.609303,1231,40,1,16,E,fpC-001231-r1-0016.fit.gz
587725040626499614,174.7786895,-2.3090165,4.89735,0.8516983,1.691875,1231,40,4,37,E,fpC-001231-r4-0037.fit.gz
587724198812188787,9.33865954,15.0132313,2.815935,0.8484521,1.630661,1035,40,4,26,E,fpC-001035-r4-0026.fit.gz
587725039562719382,197.546484,-3.15627875,3.749559,0.7486214,1.436628,1231,40,2,189,E,fpC-001231-r2-0189.fit.gz
587725074991743282,138.49029155,0.0366018,3.090404,0.8262535,1.271218,1239,40,4,121,E,fpC-001239-r4-0121.fit.gz
587724198814351504,14.50786749,14.86505377,3.345788,0.8913226,1.215935,1035,40,4,59,E,fpC-001035-r4-0059.fit.gz
587726015090786626,229.94666388,1.59324896,1.677497,0.8252659,1.176777,1458,40,3,702,E,fpC-001458-r3-0702.fit.gz
587725469055844556,124.22343046,45.22706847,2.994468,0.9031149,1.301785,1331,40,2,134,E,fpC-001331-r2-0134.fit.gz
587726016686325884,195.47307931,3.64530644,2.730171,0.7807692,1.488518,1458,40,6,472,E,fpC-001458-r6-0472.fit.gz
587726016686325885,195.47579956,3.6509316,1.789519,0.8698758,1.488518,1458,40,6,472,E,fpC-001458-r6-0472.fit.gz
587727180599394441,5.72205646,-8.99904987,4.661932,0.8891065,1.612614,1729,40,6,120,E,fpC-001729-r6-0120.fit.gz
587726032236183677,151.72634135,1.71700164,4.334212,0.6566858,1.179221,1462,40,3,176,E,fpC-001462-r3-0176.fit.gz
587726015075254466,194.46764987,2.3516085,3.203908,0.7881238,1.294433,1458,40,3,465,E,fpC-001458-r3-0465.fit.gz
587727180085657727,58.79113171,-5.4948384,1.843914,0.7435156,1.35955,1729,40,5,473,E,fpC-001729-r5-0473.fit.gz
587727222475325838,331.91565524,12.91812978,3.006462,0.8204767,1.197322,1739,40,4,120,E,fpC-001739-r4-0120.fit.gz
587726031187738802,209.56572125,1.16531731,4.18364,0.7819762,1.339216,1462,40,1,562,E,fpC-001462-r1-0562.fit.gz
587726031712616555,182.16090702,1.83023741,2.296306,0.9802662,1.323167,1462,40,2,379,E,fpC-001462-r2-0379.fit.gz
587727214422851609,326.60038039,-7.25811337,2.979241,0.8638446,1.056737,1737,40,5,129,E,fpC-001737-r5-0129.fit.gz
587722981739855982,179.54159511,-1.07636238,3.331473,0.9926448,2.134765,752,40,1,240,E,fpC-000752-r1-0240.fit.gz
587722982284656769,197.57398386,-0.65462988,2.041929,0.665768,1.355084,752,40,2,361,E,fpC-000752-r2-0361.fit.gz
587725818566738064,216.6904122,64.98014256,1.58154,0.6860305,1.291219,1412,40,5,255,E,fpC-001412-r5-0255.fit.gz
587725552816816281,150.14725092,64.23320596,3.500556,0.7897973,1.572995,1350,40,6,273,E,fpC-001350-r6-0273.fit.gz
587725816413814907,186.10030418,66.58300406,1.831096,0.752099,1.460953,1412,40,1,172,E,fpC-001412-r1-0172.fit.gz
587727222470934941,321.71964562,11.40938993,3.73126,0.8224618,1.290905,1739,40,4,53,E,fpC-001739-r4-0053.fit.gz
587727213885915309,326.49152888,-7.79685362,4.313307,0.8868874,1.011037,1737,40,4,128,E,fpC-001737-r4-0128.fit.gz
587726878350508262,344.855482,-9.49698358,5.05347,0.8904878,1.370573,1659,40,3,264,E,fpC-001659-r3-0264.fit.gz
587727212274319727,324.03156639,-8.65932917,3.090596,0.8658743,1.181577,1737,40,1,113,E,fpC-001737-r1-0113.fit.gz
587727222484566190,353.57954307,15.04340245,2.343904,0.7013541,1.039844,1739,40,4,261,E,fpC-001739-r4-0261.fit.gz
587727222484566214,353.60898099,15.06374911,2.981454,0.8869612,1.039844,1739,40,4,261,E,fpC-001739-r4-0261.fit.gz
587726101482307748,211.02573689,4.57853085,4.615447,0.9517927,1.326158,1478,40,4,20,E,fpC-001478-r4-0020.fit.gz
587727179001823375,35.89611814,-8.87872966,1.763444,0.8942078,1.159066,1729,40,3,319,E,fpC-001729-r3-0319.fit.gz
587726102559129701,218.09019837,5.17871339,2.392506,0.8016621,1.646176,1478,40,6,67,E,fpC-001478-r6-0067.fit.gz
587726031174893671,180.16354214,1.2770548,2.351809,0.9798852,1.400763,1462,40,1,366,E,fpC-001462-r1-0366.fit.gz
587727179001823253,35.89287878,-8.85322281,2.278392,0.8017463,1.159066,1729,40,3,319,E,fpC-001729-r3-0319.fit.gz
587727180082380851,51.45888315,-6.43297093,1.985215,0.7221237,1.651892,1729,40,5,423,E,fpC-001729-r5-0423.fit.gz
587727221414035644,1.14165197,14.4412344,1.818406,0.7718267,1.014829,1739,40,2,310,E,fpC-001739-r2-0310.fit.gz
587726102026584272,227.937455,4.17962459,3.713476,0.7254761,1.804842,1478,40,5,133,E,fpC-001478-r5-0133.fit.gz
587726102026584303,227.95247678,4.17180074,2.578359,0.909322,1.804842,1478,40,5,133,E,fpC-001478-r5-0133.fit.gz
587727866184007720,123.46824205,41.93809678,3.169976,0.7797006,1.548271,1889,40,3,127,E,fpC-001889-r3-0127.fit.gz
587726101490827464,230.49432349,3.62844525,3.364523,0.8565503,1.411295,1478,40,4,150,E,fpC-001478-r4-0150.fit.gz
587726101491089605,231.06922541,3.64488532,3.924214,0.7448318,1.575168,1478,40,4,154,E,fpC-001478-r4-0154.fit.gz
587726101492334874,233.95073461,3.37791463,3.888466,0.9119155,1.630675,1478,40,4,173,E,fpC-001478-r4-0173.fit.gz
587727865646612811,123.03502713,40.79453599,3.072737,0.9621346,1.717551,1889,40,2,119,E,fpC-001889-r2-0119.fit.gz
587726100416168196,228.37640604,2.91260204,2.811329,0.7785887,1.665002,1478,40,2,136,E,fpC-001478-r2-0136.fit.gz
587727179001823339,35.86761114,-8.86541234,5.106727,0.8616459,1.159066,1729,40,3,319,E,fpC-001729-r3-0319.fit.gz
587727225699172423,20.94500813,-10.14177703,1.401803,0.5119771,1.173084,1740,40,2,160,E,fpC-001740-r2-0160.fit.gz
587727229447831645,23.35781938,-10.43850415,4.100112,0.8235664,1.182463,1741,40,1,16,E,fpC-001741-r1-0016.fit.gz
587726033314513055,162.25913671,2.88290526,3.948672,0.829073,1.332176,1462,40,5,246,E,fpC-001462-r5-0246.fit.gz
587727225157124201,8.99537437,-10.9640916,1.318017,0.7219391,1.142337,1740,40,1,81,E,fpC-001740-r1-0081.fit.gz
587726033846534223,151.16489041,2.94553363,1.274274,0.9908644,1.358527,1462,40,6,172,E,fpC-001462-r6-0172.fit.gz
587726033878122590,223.4166486,2.92066895,2.752031,0.8276608,1.490305,1462,40,6,654,E,fpC-001462-r6-0654.fit.gz
587726032788259013,186.55475053,2.55230544,2.010077,0.7176184,1.341916,1462,40,4,408,E,fpC-001462-r4-0408.fit.gz
587727225157124149,8.99950378,-10.93332548,3.6293,0.7869617,1.142337,1740,40,1,81,E,fpC-001740-r1-0081.fit.gz
587727180608503815,26.65468493,-8.36955097,3.838645,0.8954282,1.625045,1729,40,6,259,E,fpC-001729-r6-0259.fit.gz
587729387148279967,163.88423443,58.43251055,2.355346,0.905957,1.388509,2243,40,4,264,E,fpC-002243-r4-0264.fit.gz
587728948515569808,161.20686416,-0.25019315,2.102129,0.6033971,1.223528,2141,40,3,124,E,fpC-002141-r3-0124.fit.gz
587729386610557092,160.60895708,57.30964985,3.274033,0.9057072,1.50114,2243,40,3,251,E,fpC-002243-r3-0251.fit.gz
587729388223201338,168.32885505,59.93945089,4.138826,0.5529419,1.771244,2243,40,6,282,E,fpC-002243-r6-0282.fit.gz
587729388223201448,168.37491555,59.90631268,3.781554,0.9814497,1.771244,2243,40,6,282,E,fpC-002243-r6-0282.fit.gz
587727180059639896,358.95734619,-9.39591846,3.59774,0.7386838,1.58346,1729,40,5,76,E,fpC-001729-r5-0076.fit.gz
587728949048574053,152.2567121,0.05029964,3.151148,0.7817736,1.351087,2141,40,4,65,E,fpC-002141-r4-0065.fit.gz
587728308032831588,178.16633035,2.03793557,4.60346,0.6273481,1.377417,1992,40,2,189,E,fpC-001992-r2-0189.fit.gz
587728948515111037,160.17038596,-0.31781954,2.807163,0.7306973,1.313165,2141,40,3,117,E,fpC-002141-r3-0117.fit.gz
587728879805464670,158.77517802,4.09957441,2.9541,0.7775823,1.603548,2125,40,3,267,E,fpC-002125-r3-0267.fit.gz
587728308023591021,157.04027456,1.70484143,3.938886,0.901645,1.657854,1992,40,2,48,E,fpC-001992-r2-0048.fit.gz
587727944030355690,141.84573954,2.13560277,2.645295,0.9210366,1.340938,1907,40,4,128,E,fpC-001907-r4-0128.fit.gz
587729158984040684,235.05622824,3.17340037,1.725897,0.804264,1.52729,2190,40,3,354,E,fpC-002190-r3-0354.fit.gz
587729970178097617,221.36898035,-2.7424762,2.059981,0.7650585,1.168313,2379,40,2,81,E,fpC-002379-r2-0081.fit.gz
587729970183471431,233.65087247,-2.3478097,3.987145,0.7986675,1.186324,2379,40,2,163,E,fpC-002379-r2-0163.fit.gz
587729157905514687,224.07380462,2.99775551,3.543378,0.8896751,1.36249,2190,40,1,281,E,fpC-002190-r1-0281.fit.gz
587729407546228751,256.41330962,32.96379909,1.39996,0.4585024,1.311238,2248,40,2,216,E,fpC-002248-r2-0216.fit.gz
587729777984405753,221.90529318,-1.76513713,3.027333,0.7679955,1.214546,2334,40,4,174,E,fpC-002334-r4-0174.fit.gz
587731185135059111,11.15505069,-0.9222658,2.401009,0.8083526,1.181761,2662,40,1,357,E,fpC-002662-r1-0357.fit.gz
587729776902340691,202.96611558,-2.87208872,5.433072,0.7221593,1.516367,2334,40,2,47,E,fpC-002334-r2-0047.fit.gz
587729777439408143,203.28815018,-2.43086863,3.089125,0.9289333,1.554011,2334,40,3,50,E,fpC-002334-r3-0050.fit.gz
587730023332380746,228.59537731,6.05231738,1.952235,0.6181256,1.567466,2391,40,5,143,E,fpC-002391-r5-0143.fit.gz
587731512070832311,23.24536838,-0.60405566,2.172342,0.7735664,1.202513,2738,40,2,73,E,fpC-002738-r2-0073.fit.gz
587731186196152525,342.24905758,-0.03943406,4.358865,0.7589502,1.160735,2662,40,3,164,E,fpC-002662-r3-0164.fit.gz
587731498652139686,167.66593377,55.15787417,2.914988,0.8269137,1.513846,2735,40,1,120,E,fpC-002735-r1-0120.fit.gz
587730022251626684,212.43147435,6.3075284,2.659205,0.7844791,1.188455,2391,40,3,36,E,fpC-002391-r3-0036.fit.gz
587730022251626698,212.44801156,6.30056616,4.917782,0.8402276,1.188455,2391,40,3,36,E,fpC-002391-r3-0036.fit.gz
587728880868655276,134.70242214,3.73848467,3.25467,0.8588036,1.649763,2125,40,5,106,E,fpC-002125-r5-0106.fit.gz
587731187283787947,14.04812515,0.68197657,4.487389,0.7785937,1.31397,2662,40,5,376,E,fpC-002662-r5-0376.fit.gz
587731512616353933,42.94484737,-0.16452971,2.674303,0.7125888,1.307632,2738,40,3,205,E,fpC-002738-r3-0205.fit.gz
587730022793805905,224.64373794,5.79077603,4.750292,0.7870154,1.430528,2391,40,4,117,E,fpC-002391-r4-0117.fit.gz
587729159517634853,227.64070569,4.00070068,1.253517,0.6434768,1.506925,2190,40,4,304,E,fpC-002190-r4-0304.fit.gz
587729160574009444,187.72467621,6.10644948,3.410149,0.8654456,1.547118,2190,40,6,39,E,fpC-002190-r6-0039.fit.gz
587728880871997634,142.28291391,4.10247289,2.787074,0.8791961,1.524612,2125,40,5,157,E,fpC-002125-r5-0157.fit.gz
587731513683673258,28.33819707,0.64034446,5.126325,0.9723634,1.059631,2738,40,5,107,E,fpC-002738-r5-0107.fit.gz
587730022260670673,233.11033898,4.73360615,3.20314,0.840025,1.28688,2391,40,3,174,E,fpC-002391-r3-0174.fit.gz
587730022260670677,233.09655602,4.74497773,3.908492,0.7852654,1.28688,2391,40,3,174,E,fpC-002391-r3-0174.fit.gz
587731679574753493,119.68011312,30.12144855,3.775774,0.7104756,2.753937,2777,40,2,76,E,fpC-002777-r2-0076.fit.gz
587731513145426078,25.12330371,0.30718799,2.308129,0.6571738,1.091717,2738,40,4,86,E,fpC-002738-r4-0086.fit.gz
587731186188157275,323.96093999,-0.14712438,1.698133,0.5175479,1.049959,2662,40,3,42,E,fpC-002662-r3-0042.fit.gz
587730022256738525,224.18013182,5.59291787,5.025124,0.6652918,1.357863,2391,40,3,114,E,fpC-002391-r3-0114.fit.gz
587729160574861383,189.80475978,6.09705848,1.493304,0.9989437,1.476871,2190,40,6,52,E,fpC-002190-r6-0052.fit.gz
587730773350482070,356.63260746,14.20808907,2.50309,0.7915916,1.333719,2566,40,2,287,E,fpC-002566-r2-0287.fit.gz
587730848500023857,317.63269571,0.8950541,3.471502,0.7362845,1.142742,2583,40,6,98,E,fpC-002583-r6-0098.fit.gz
587732578311602254,164.18423582,7.15136761,2.568619,0.812954,1.91441,2986,40,4,304,E,fpC-002986-r4-0304.fit.gz
587732482210136236,175.60495892,48.65748879,2.756039,0.6241933,1.198156,2964,40,1,280,E,fpC-002964-r1-0280.fit.gz
587729408080150761,252.43034477,38.8727139,4.105052,0.6400485,1.693904,2248,40,3,171,E,fpC-002248-r3-0171.fit.gz
587730773870510126,317.50446748,9.86822817,2.019374,0.7326812,1.160024,2566,40,3,30,E,fpC-002566-r3-0030.fit.gz
587732482741633185,157.68484159,46.10098578,2.008386,0.9856618,1.097297,2964,40,2,198,E,fpC-002964-r2-0198.fit.gz
587732482743599193,163.9340895,47.44665879,2.404279,0.7709424,1.102159,2964,40,2,228,E,fpC-002964-r2-0228.fit.gz
587732482743599198,163.9279763,47.47166078,1.519733,0.6615932,1.102159,2964,40,2,228,E,fpC-002964-r2-0228.fit.gz
587731513682559115,25.69832183,0.77049987,2.068343,0.9300851,1.106393,2738,40,5,90,E,fpC-002738-r5-0090.fit.gz
587732482759983266,218.68133923,44.21665854,3.092411,0.8677016,1.358204,2964,40,2,478,E,fpC-002964-r2-0478.fit.gz
587732134841090060,155.48068508,48.05085979,2.976887,0.8633023,1.511363,2883,40,2,73,E,fpC-002883-r2-0073.fit.gz
587730772799324345,323.54087348,10.09685799,4.016279,0.8524247,1.329187,2566,40,1,69,E,fpC-002566-r1-0069.fit.gz
587730772808564919,344.84771382,12.8642085,2.522008,0.6090596,1.148787,2566,40,1,210,E,fpC-002566-r1-0210.fit.gz
587730773878440289,335.84863971,12.8792527,2.369292,0.8198605,1.142768,2566,40,3,151,E,fpC-002566-r3-0151.fit.gz
587731511536124087,28.20513318,-1.00168699,3.625127,0.7916275,1.076938,2738,40,1,106,E,fpC-002738-r1-0106.fit.gz
587731513156632699,50.77199858,0.35428141,4.640608,0.7375043,1.401536,2738,40,4,257,E,fpC-002738-r4-0257.fit.gz
587732701800759462,180.06919369,6.92827195,4.445703,0.8055734,1.537662,3015,40,2,439,E,fpC-003015-r2-0439.fit.gz
587732702326096073,153.51833714,6.24344599,4.791287,0.641444,1.298434,3015,40,3,263,E,fpC-003015-r3-0263.fit.gz
587732702327537678,156.75660472,6.55283742,5.479096,0.598833,1.30521,3015,40,3,285,E,fpC-003015-r3-0285.fit.gz
587732702328782859,159.62150122,6.58563138,4.685919,0.8732767,1.186666,3015,40,3,304,E,fpC-003015-r3-0304.fit.gz
587732576701579372,165.58942723,5.9441971,4.204138,0.7428549,1.820377,2986,40,1,313,E,fpC-002986-r1-0313.fit.gz
587732577234649248,156.84620671,5.84617107,2.596349,0.7558908,1.348586,2986,40,2,255,E,fpC-002986-r2-0255.fit.gz
587728668806283490,124.30662887,42.25340509,3.367712,0.8555372,1.431535,2076,40,2,131,E,fpC-002076-r2-0131.fit.gz
587731680116474058,128.70486085,38.34527586,1.680216,0.7459885,1.448962,2777,40,3,150,E,fpC-002777-r3-0150.fit.gz
587731870164582610,155.76047757,52.00849949,3.057805,0.6092169,1.351478,2821,40,5,86,E,fpC-002821-r5-0086.fit.gz
587731886268088668,115.79783573,28.53841683,1.613737,0.7983299,1.286778,2825,40,3,46,E,fpC-002825-r3-0046.fit.gz
587732153102696560,137.1207967,38.72520224,3.200423,0.8949772,1.619415,2887,40,4,195,E,fpC-002887-r4-0195.fit.gz
587732153638453426,134.19207455,37.60849304,2.51098,0.8536289,1.640488,2887,40,5,178,E,fpC-002887-r5-0178.fit.gz
587728669878714582,120.75218489,40.41644005,3.149818,0.9997451,1.410767,2076,40,4,111,E,fpC-002076-r4-0111.fit.gz
587732770524889320,197.01002818,9.00110468,3.253685,0.931744,1.572157,3031,40,2,510,E,fpC-003031-r2-0510.fit.gz
587731679575539945,121.03593449,31.43697707,2.947125,0.8895752,1.67985,2777,40,2,88,E,fpC-002777-r2-0088.fit.gz
587728669341188155,120.0156947,38.9909541,3.943481,0.9450223,1.575895,2076,40,3,101,E,fpC-002076-r3-0101.fit.gz
587731890041716905,181.7787606,56.92309492,3.712255,0.779003,1.519832,2826,40,2,283,E,fpC-002826-r2-0283.fit.gz
587730772811907267,352.71795417,13.57150195,1.961595,0.9879923,1.139692,2566,40,1,261,E,fpC-002566-r1-0261.fit.gz
587731891649183794,168.43517978,57.15262125,3.202439,0.5516303,1.540568,2826,40,5,235,E,fpC-002826-r5-0235.fit.gz
587731912037433507,143.28801503,49.05032939,6.2846,0.8479235,1.020015,2831,40,3,39,E,fpC-002831-r3-0039.fit.gz
587732050017255606,136.4130836,46.56121687,2.582052,0.8693518,1.406841,2863,40,4,100,E,fpC-002863-r4-0100.fit.gz
587730817359675538,331.94010303,-8.31723543,2.579025,0.6375601,1.7679,2576,40,4,70,E,fpC-002576-r4-0070.fit.gz
587732772661624949,171.93867095,10.7797541,2.739549,0.8413522,1.668943,3031,40,6,346,E,fpC-003031-r6-0346.fit.gz
587732482208104587,168.66354417,47.94673021,2.007967,0.6719879,1.210175,2964,40,1,249,E,fpC-002964-r1-0249.fit.gz
587732482753298444,197.44581911,48.89957884,2.979452,0.7663065,1.149789,2964,40,2,376,E,fpC-002964-r2-0376.fit.gz
587732578846048491,158.52648686,7.20833288,1.544174,0.6494775,1.215617,2986,40,5,267,E,fpC-002986-r5-0267.fit.gz
587730818432172321,329.24298128,-7.13527131,3.296048,0.7039184,1.571347,2576,40,6,51,E,fpC-002576-r6-0051.fit.gz
587733399716888724,238.80888494,41.46715395,2.499991,0.7633091,1.609222,3177,40,6,194,E,fpC-003177-r6-0194.fit.gz
587732484343333058,132.94233053,37.23768244,3.98235,0.8295844,1.313959,2964,40,5,62,E,fpC-002964-r5-0062.fit.gz
587733441054835173,250.64620779,32.32178317,1.885293,0.9049322,1.041638,3187,40,3,177,E,fpC-003187-r3-0177.fit.gz
587732484345495772,138.14869047,40.0658541,1.432043,0.5888661,1.227749,2964,40,5,95,E,fpC-002964-r5-0095.fit.gz
587732484345495776,138.16409545,40.06025134,2.670503,0.8975353,1.227749,2964,40,5,95,E,fpC-002964-r5-0095.fit.gz
587732484369809590,217.08291727,45.98600762,3.88495,0.6514556,1.374661,2964,40,5,466,E,fpC-002964-r5-0466.fit.gz
587732578296528981,129.59401136,4.35598553,2.639671,0.6209553,1.180272,2986,40,4,74,E,fpC-002986-r4-0074.fit.gz
587732702332256389,167.62411873,7.04322613,3.944671,0.8927534,1.237112,3015,40,3,357,E,fpC-003015-r3-0357.fit.gz
587732701790470316,156.44652573,6.00136914,2.762007,0.7694415,1.50705,3015,40,2,282,E,fpC-003015-r2-0282.fit.gz
587732701790470338,156.45168582,5.97819355,3.562291,0.8528536,1.50705,3015,40,2,282,E,fpC-003015-r2-0282.fit.gz
587732701260939372,173.24297779,6.39496332,3.64817,0.9447242,1.591152,3015,40,1,394,E,fpC-003015-r1-0394.fit.gz
587732701260939388,173.25200425,6.40978658,3.992063,0.7819095,1.591152,3015,40,1,394,E,fpC-003015-r1-0394.fit.gz
587734623235211332,116.10420944,22.08913778,2.292572,0.9529827,1.371197,3462,40,5,34,E,fpC-003462-r5-0034.fit.gz
587734948046373131,132.80699839,7.03479257,3.363037,0.8716426,1.337543,3538,40,2,99,E,fpC-003538-r2-0099.fit.gz
587732053244117137,135.02700129,39.30585968,1.276793,0.7721777,1.166123,2864,40,2,186,E,fpC-002864-r2-0186.fit.gz
587734948584227082,134.92229565,7.80584993,1.592482,0.7974515,1.303474,3538,40,3,114,E,fpC-003538-r3-0114.fit.gz
587734622169399403,132.49234478,33.19562074,1.820418,0.5399578,1.669259,3462,40,3,155,E,fpC-003462-r3-0155.fit.gz
587734621640786023,153.4443056,42.04787346,1.132744,0.7142882,1.25,3462,40,2,281,E,fpC-003462-r2-0281.fit.gz
587733080272404633,170.17561327,53.79239435,6.019976,0.9052888,1.322298,3103,40,3,98,E,fpC-003103-r3-0098.fit.gz
587733397573599414,246.04409252,33.6010076,1.289613,0.7700238,1.396607,3177,40,2,258,E,fpC-003177-r2-0258.fit.gz
587734892747292755,166.46742051,9.30183104,4.890292,0.953383,1.976662,3525,40,3,78,E,fpC-003525-r3-0078.fit.gz
587733399716757718,238.4700782,41.4976659,2.887503,0.884737,1.50551,3177,40,6,192,E,fpC-003177-r6-0192.fit.gz
587734621632856196,133.33977939,33.27498974,4.074933,0.7785391,1.750457,3462,40,2,160,E,fpC-003462-r2-0160.fit.gz
587732579383771244,160.46547876,7.74913377,2.301004,0.9435723,1.463333,2986,40,6,280,E,fpC-002986-r6-0280.fit.gz
587732484369875061,217.10785063,45.96946666,4.091834,0.7628609,1.357309,2964,40,5,467,E,fpC-002964-r5-0467.fit.gz
587735347480232034,135.69266875,9.22890794,2.621484,0.6613877,1.073275,3631,40,2,128,E,fpC-003631-r2-0128.fit.gz
587735348024705132,153.13683255,12.46926629,2.004434,0.9233511,1.048153,3631,40,3,244,E,fpC-003631-r3-0244.fit.gz
587733609625682176,244.1143428,42.37084582,4.126879,0.9285845,1.351754,3226,40,5,76,E,fpC-003226-r5-0076.fit.gz
587733427089571917,229.85564579,49.50136238,3.40501,0.9681957,1.73637,3184,40,1,76,E,fpC-003184-r1-0076.fit.gz
587732772669358112,189.96689992,10.99902854,2.263597,0.7379218,1.450127,3031,40,6,464,E,fpC-003031-r6-0464.fit.gz
587734303269519629,338.69022818,-1.08227885,3.845094,0.9565765,1.072316,3388,40,1,177,E,fpC-003388-r1-0177.fit.gz
587734690349580393,134.16967768,5.89648845,6.057969,0.7007623,1.223059,3478,40,2,118,E,fpC-003478-r2-0118.fit.gz
587734691426533635,141.41388524,7.54803647,3.16753,0.8757908,0.9638377,3478,40,4,167,E,fpC-003478-r4-0167.fit.gz
587735348031652029,169.31821032,14.16677622,3.190283,0.8895559,0.9220132,3631,40,3,350,E,fpC-003631-r3-0350.fit.gz
587733604808655135,254.4927048,31.88982309,1.277768,0.85857,1.216569,3225,40,4,302,E,fpC-003225-r4-0302.fit.gz
587735349086781885,126.21947614,8.49702427,4.684628,0.6476454,1.133059,3631,40,5,66,E,fpC-003631-r5-0066.fit.gz
587733605328814214,212.81631815,57.60251026,5.410257,0.8766515,1.357632,3225,40,5,47,E,fpC-003225-r5-0047.fit.gz
587733605328814215,212.81646684,57.60034204,6.518712,0.7796298,1.357632,3225,40,5,47,E,fpC-003225-r5-0047.fit.gz
587734892753977437,181.98976369,9.77988329,3.378125,0.9136637,1.812403,3525,40,3,180,E,fpC-003525-r3-0180.fit.gz
587734621640720563,153.44488445,42.02161934,3.666048,0.7866469,1.267865,3462,40,2,280,E,fpC-003462-r2-0280.fit.gz
587734948586913978,141.02763956,8.67036911,2.623174,0.826732,1.306857,3538,40,3,155,E,fpC-003538-r3-0155.fit.gz
587735348012843029,125.93010124,7.55285933,1.056716,0.6601949,1.084471,3631,40,3,63,E,fpC-003631-r3-0063.fit.gz
587734894367539295,188.9073943,11.1032327,3.266375,0.7360253,1.637472,3525,40,6,225,E,fpC-003525-r6-0225.fit.gz
587734621635477607,139.41119345,36.59455939,2.63783,0.7314944,1.50967,3462,40,2,200,E,fpC-003462-r2-0200.fit.gz
587735042544566437,143.16460115,35.82670722,3.411829,0.7306474,1.338271,3560,40,2,235,E,fpC-003560-r2-0235.fit.gz
587734892220448883,189.67288436,9.47575716,4.090615,0.5447358,1.875003,3525,40,2,231,E,fpC-003525-r2-0231.fit.gz
587735043612672189,129.5970111,29.75596177,2.972922,0.8552766,1.635607,3560,40,4,149,E,fpC-003560-r4-0149.fit.gz
587735661014352042,155.78762003,37.82064892,1.56512,0.4322237,1.335697,3704,40,2,151,E,fpC-003704-r2-0151.fit.gz
587735696986472544,209.06025642,55.72304312,2.592684,0.7811552,1.318419,3712,40,5,178,E,fpC-003712-r5-0178.fit.gz
587735348033356018,173.34065942,14.37055751,1.796471,0.8727798,0.9757765,3631,40,3,376,E,fpC-003631-r3-0376.fit.gz
587735349086322893,125.26431156,8.21404389,1.582889,0.8053841,1.061378,3631,40,5,59,E,fpC-003631-r5-0059.fit.gz
587733080809078923,169.20469994,54.14105402,3.104592,0.9707101,1.590758,3103,40,4,95,E,fpC-003103-r4-0095.fit.gz
587732769984675996,189.20381577,8.85371331,3.726534,0.9102519,1.537192,3031,40,1,459,E,fpC-003031-r1-0459.fit.gz
587732769984676005,189.21000797,8.8320786,1.512939,0.6433686,1.537192,3031,40,1,459,E,fpC-003031-r1-0459.fit.gz
587735347484426442,145.29116511,10.84409172,2.814098,0.8840999,1.076794,3631,40,2,192,E,fpC-003631-r2-0192.fit.gz
587733442128117896,250.6907846,33.7776943,4.034676,0.9156709,1.143609,3187,40,5,170,E,fpC-003187-r5-0170.fit.gz
587732770524561443,196.1818128,8.99995425,2.544758,0.6028391,1.351562,3031,40,2,505,E,fpC-003031-r2-0505.fit.gz
587733079742808182,198.49313467,53.46928909,3.656537,0.909485,1.442548,3103,40,2,209,E,fpC-003103-r2-0209.fit.gz
587733609628238040,249.18996698,37.94240636,3.570066,0.6914791,1.6244,3226,40,5,115,E,fpC-003226-r5-0115.fit.gz
587733410447294661,217.64993117,49.60709984,5.303795,0.8346957,1.397298,3180,40,2,87,E,fpC-003180-r2-0087.fit.gz
587735665316397339,241.48610882,40.15470092,3.300592,0.5973682,1.512,3705,40,2,259,E,fpC-003705-r2-0259.fit.gz
