Id,Ga,OGa,sGa,sOGa,Error
587739647819513943,0.110909193754,1.99565708637,0.695870876312,1.97717261314,2
587734862142963879,0.13637983799,1.99927341938,0.928200423717,1.95118486881,0
587739810485633217,0.350096464157,1.9997433424,1.49838924408,1.92144680023,0
587736546313306561,0.454429060221,1.99928736687,1.4305523634,1.92267739773,2
587742773486026780,0.331361472607,1.99940049648,1.39358174801,1.9432476759,0
587739153889493768,0.763642847538,1.99963057041,1.64925038815,1.91338121891,0
587727221933801877,0.217732384801,1.9993673563,1.36959731579,1.93353068829,0
588017626688585921,0.0706481188536,1.99600875378,0.502125263214,1.97945666313,2
587729233053286601,0.494172394276,1.99965941906,1.55403375626,1.91915130615,0
587726014550704258,0.51980483532,1.99859237671,1.43956506252,1.92876076698,2
587725980154003642,0.534995436668,1.99878263474,1.31502449512,1.92760920525,2
587729653961785704,1.03652870655,1.99940276146,1.54974746704,1.91877543926,2
587736619857215713,0.448811858892,1.99958014488,1.59215247631,1.91460680962,0
587742012761702544,0.775751471519,1.99962091446,1.66679430008,1.91578531265,0
587736803473424542,0.272408783436,1.99955558777,1.25913143158,1.9302842617,2
587739375629828324,0.77157330513,1.99966967106,1.70680618286,1.91416585445,0
587732482753626209,0.125593855977,1.99759638309,0.78884011507,1.97004473209,2
588016840712323293,0.985327243805,1.99849712849,1.4401512146,1.91964483261,2
587741491448709306,0.251412063837,1.99935793877,1.28757584095,1.93067669868,0
588017724938387734,0.970483720303,1.99950313568,1.69380474091,1.91267478466,0
587736542549442793,0.0465188957751,1.9972256422,0.522299766541,1.98262357712,0
587738570310352982,1.06358098984,1.99827253819,1.60627806187,1.91573750973,2
587725550657143008,0.58620429039,1.99964630604,1.61508226395,1.91776955128,0
587738568171257883,0.140814244747,1.9980751276,1.12495613098,1.96112525463,0
587738196648067396,0.187369063497,1.99889910221,0.971877813339,1.94906282425,2
588009368011014527,0.671392261982,1.99977862835,1.67048764229,1.91467475891,2
587742566785417351,0.431435644627,1.99915122986,1.55662977695,1.92502629757,0
587732771853041822,0.638074338436,1.9992133379,1.24052369595,1.92330682278,2
588848900968284238,0.277183294296,1.999366045,1.2457870245,1.9354391098,2
587732482751791262,0.20052048564,1.99970185757,1.18683099747,1.92635297775,2
587731522816180397,0.760293543339,1.99927794933,1.41928243637,1.917771101,2
587738569246769330,0.455528497696,1.99820518494,1.49087977409,1.94073438644,2
587741828585095269,0.91690158844,1.99523139,1.38330602646,1.93966734409,1
587741602564014184,0.129705220461,1.99557900429,1.00771951675,1.9747480154,2
587731185658167553,1.48661899567,1.99599921703,1.72537779808,1.9139944315,2
587741533843095669,0.0169876944274,1.98929047585,0.638386785984,1.97899246216,0
588017948274131099,0.388202428818,1.99945437908,1.49841499329,1.92417776585,0
587739380992835739,0.414539963007,1.99960899353,1.50167834759,1.92214167118,0
587738565481070948,0.564848005772,1.99957561493,1.69687247276,1.91993427277,0
587736546313371881,0.0182269513607,1.98875200748,0.511856615543,1.98949551582,0
587738946676326551,1.28497385979,1.99741601944,1.39637851715,1.92246711254,2
587734950204342373,0.0249372534454,1.86842107773,0.190126687288,1.86842107773,1
587736585509011766,0.180203825235,1.99921834469,0.912259459496,1.9446978569,2
587741532248735903,0.453019142151,1.9994250536,1.37763381004,1.92068266869,2
587727179531944052,0.899053037167,1.99975502491,1.72436523438,1.91346347332,2
587731512608424019,0.182437896729,1.99902355671,1.22880554199,1.94598686695,0
588017604165107904,0.17933537066,1.99860823154,1.01791465282,1.95242202282,2
587735348010811668,0.0102729108185,1.98055100441,0.254005789757,1.98349773884,2
587742550688923909,0.460252374411,1.99934256077,1.5174716711,1.92656862736,0
587725470131093678,0.550544381142,1.99968731403,1.55787551403,1.91679728031,0
587741489822236873,0.0129287224263,1.99173974991,0.381794720888,1.99332797527,0
587736618789699606,1.45151734352,1.99826526642,1.51832640171,1.91921150684,2
587741727122980985,0.312049657106,1.99916040897,1.39552795887,1.93257462978,0
587736976886857917,0.00612362567335,1.98551595211,0.308809965849,1.99124646187,1
588023669711896781,0.0990751087666,1.99918687344,0.774099946022,1.95813572407,2
587725502871044114,0.113933704793,1.99780631065,0.805772542953,1.9666069746,2
588017978375274794,0.62620216608,1.99961388111,1.65972614288,1.91696929932,0
587733079206592554,0.76944476366,1.99946796894,1.68285870552,1.91678798199,0
